Serial,M1,M2,M3,M4,M5,M6,S2,D1,D2,D3,D4,D4A.1,D4B.1,D4C.1,D4D.1,D4D1.1,D4E.1,D4A.2,D4B.2,D4C.2,D4D.2,D4D1.2,D4E.2,D4A.3,D4B.3,D4C.3,D4D.3,D4D1.3,D4E.3,D4A.4,D4B.4,D4C.4,D4D.4,D4D1.4,D4E.4,D4A.5,D4B.5,D4C.5,D4D.5,D4D1.5,D4E.5,D4A.6,D4B.6,D4C.6,D4D.6,D4D1.6,D4E.6,D4A.7,D4B.7,D4C.7,D4D.7,D4D1.7,D4E.7,D4A.8,D4B.8,D4C.8,D4D.8,D4D1.8,D4E.8,D4A.9,D4B.9,D4C.9,D4D.9,D4D1.9,D4E.9,D4F.1,D4F.2.1,D4F.2.2,D4F.2.3,D4F.2.4,D4F.2.5,D4F.2.6,D4F.2.7,D4F.2.8,D4F.2.9,D4F.2.10,D4F.2.11,D4F.2.12,D4F.2.13,D4F.2.14,D4F.2.15,D4F.2.16,D4F.2.97,D4G.1,D4G.2.1,D4G.2.2,D4G.2.3,D4G.2.4,D4G.2.5,D4G.2.6,D4G.2.7,D4G.2.8,D4G.2.9,D4G.2.10,D4G.2.11,D4G.2.12,D4G.2.13,D4G.2.14,D4G.2.15,D4G.2.16,D4G.2.17,D4G.2.18,D4G.2.97,D4H,D4I,D4J,D4J.2.1,D4J.2.2,D4J.2.3,D4J.2.4,D4J.2.5,D4J.2.6,D4J.2.7,D4J.2.8,D4J.2.9,D4J.2.10,D4J.2.97,D5,D6,D7,D8,D9,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.97,Q14,Q15A,Q15B,Q15C,Q15D,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24J,Q24K,Q24L,Q24M,Q24N,Q24O,Q24P,Q24T,Q25,QN1,QN2,QN3,QN4,QN5,QN6,QN7,QN8,QN9,QN10,QN11
402,1,19912c07376,775118713,2,0,0,11,1,40,8,6,1,1,2,0,0,2,1,4,2,0,0,2,1,7,1,1,1,2,2,12,1,1,1,2,2,13,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,6,1,5,1,1,1,1,2,0,1,1 2 4 13,1,3,U,4,U,U,U,U,U,U,U,U,2,U,4 6 10 11,U,20,U,100,10,1,1,1 6,1,4,0,1 2 3 9,1,3,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
403,1,19912C06509,779766003,1,0,0,11,2,35,11,8,1,2,2,0,0,2,1,4,2,0,0,2,1,6,1,1,1,2,1,8,1,1,1,2,1,10,1,1,1,2,1,11,1,1,1,2,1,11,1,1,1,2,2,15,2,0,0,2,0,U,0,0,0,0,4 9 97,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,5,1,1,1,1,1,10,1,1 2 4 13,1,4,U,2,U,U,U,U,U,U,U,U,3,U,3 5 6 9,40,10,50,U,9,1,1,2 8,1,17,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
404,1,19912C07432,789650932,1,0,1,11,2,42,3,2,1,8,2,0,0,2,1,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 4,1,3,U,2,U,U,U,U,U,U,U,U,U,U,10,U,U,U,40,10,2,1,1,1,13,0,2 3 9,U,2,1,U,U,U,U,U,3,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
406,1,19912C06575,78715234,2,0,0,11,1,30,6,4,1,3,2,0,0,2,1,4,2,0,0,2,2,7,2,0,0,2,2,8,1,2,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,5,1,3 5,1,1,1,1,2,0,1,1 2 4,1,3,U,2,U,U,U,U,U,U,U,U,U,U,9,U,U,20,U,9,1,1,3,1,2,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
408,1,19911c04406,787139512,2,0,0,4,2,51,5,3,1,10,1,1,1,2,1,13,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,3,1,1,1,1,2,0,1,1 2 3 4 11,1,2,3,4,U,U,U,U,U,U,5,U,U,U,3,40,U,U,U,3,1,1,2,1,2 3,0,3 4 16,U,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
409,1,19912C01687,796810232,2,0,0,4,1,37,6,4,2,3,2,0,0,2,2,4,2,0,0,2,1,6,1,1,1,2,1,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 10,1,2,3,5,U,U,U,U,U,4,U,U,U,U,3 6 7,20,10,10,U,3,1,1,1 5 6,1,2 15,0,2 3 15,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,U,99,0,0,0,0,0,0,0,0,0,0,0
410,1,19912C01690,797086962,1,1,1,4,2,54,3,2,2,13,1,1,1,2,1,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,6,1 2,1,5,1,5,1,1,1,1,1,6,1,1 2 3 6 7,1,2,3,U,U,4,5,U,U,U,U,U,U,U,3 6,20,20,U,U,3,2,1,2,1,2 10,0,3 4 11,U,U,1,2,U,U,U,U,U,U,3,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
411,1,19912C01697,795964829,2,0,1,4,2,42,4,2,2,12,1,1,1,2,2,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,3 5,1,1,1,1,2,0,1,1 2 3 5 12,1,2,3,U,5,U,U,U,U,U,U,4,U,U,3,40,U,U,U,3,1,1,8,1,2 16,0,2 3 4 15,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,17,0,0,0,0,0,0,0,0,0,0,0
412,1,19912C00617,799581376,1,0,1,4,2,28,7,5,2,1,2,0,0,2,2,5,2,0,0,2,1,7,1,1,1,2,1,10,1,1,1,2,1,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,99,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 5 11,1,2,3,U,5,U,U,U,U,U,4,U,U,U,3 6,40,10,U,U,3,1,1,2,1,2 18,0,2 3 4 12,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
413,1,19912C01469,785943144,1,0,0,4,1,29,5,3,2,2,2,0,0,2,1,5,2,0,0,2,2,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,1,6,1,1 2 3 5 6,1,2,3,U,5,4,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,1,2 17,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
414,1,19912C07523,788147536,2,0,1,4,1,41,6,4,1,5,2,0,0,2,2,8,1,1,2,1,1,14,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,3 9,40,U,10,U,3,2,1,3 8,1,2,0,1 2 3,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
415,1,19912C01724,797658919,1,0,0,4,2,31,6,4,1,3,2,0,0,2,1,5,2,0,0,2,1,9,1,1,1,2,1,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 5 6,1,2,3,U,5,4,U,U,U,U,U,U,U,U,3,40,U,U,U,3,1,1,8,1,2,0,1 2 3,1,3,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
416,1,19912C01645,785360675,1,0,0,4,1,30,5,3,1,0.4,2,0,0,2,1,3,2,0,0,2,2,4.5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,5,4,3,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,1,2 17,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
417,1,19912C00463,786160491,2,0,0,4,1,40,6,3,2,5,2,0,0,2,1,6,1,1,1,2,2,13,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,1,6,1,1 2 3 5 6,1,2,3,U,5,4,U,U,U,U,U,U,U,U,3 9,45,U,40,U,3,3,1,7,1,21,0,2 3 4,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
418,1,19911C02373,796860891,1,0,1,4,2,42,8,5,2,2,2,0,0,2,1,8,1,1,1,2,1,10,1,1,1,2,1,15,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,4,1,5,1,1,1,1,1,6,1,1 2 3 4 5,1,2,3,5,4,U,U,U,U,U,U,U,U,U,5 6,U,80,U,U,5,1,1,1,1,1 17,0,2 3 16,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
419,1,19912C01832,797309097,2,0,0,4,1,31,5,3,2,2,2,0,0,2,2,3,2,0,0,2,2,5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,5,3,4,U,U,U,U,U,U,U,U,U,7 9,U,U,30,U,9,1,1,5 6,1,2,0,3 4 16,U,U,1,2,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
420,1,19909C01468,788173661,2,0,0,4,2,33,8,6,1,3,2,0,0,2,2,7,1,1,1,2,2,8,1,1,1,2,1,12,1,1,1,2,1,14,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 4 5,1,2,U,4,3,U,U,U,U,U,U,U,U,U,3 8 9,80,U,40,U,3,1,1,5 8,1,2,0,2 3 4,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
421,1,19911C03413,789440357,1,0,1,4,1,30,3,2,1,7,1,1,1,2,2,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,4,1,1 2 5,1,1,1,1,2,0,1,1 2 3 4 6,1,2,3,4,U,5,U,U,U,U,U,U,U,U,3,40,U,U,U,3,1,1,1,1,2,0,1 2 16,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
422,1,19912C01251,799248755,1,0,0,4,2,32,10,8,1,2,2,0,0,2,1,3,2,0,0,2,1,6,2,0,0,2,2,7,1,1,1,2,1,9,1,1,1,2,2,11,1,1,1,2,1,14,2,0,0,2,2,15,2,0,0,2,0,U,0,0,0,0,2 9,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,4,1,1 2,1,1,1,1,2,0,2,1 2 3 5 6,1,2,3,U,5,4,U,U,U,U,U,U,U,U,99,U,U,U,U,0,1,1,2,1,2 12,0,2 3 12 16,U,1,2,U,U,U,U,U,U,U,U,3,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
423,1,19912C00826,798266545,2,0,0,4,2,25,4,2,1,0.2,2,0,0,2,1,3,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,1,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,3,4,5,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,2,0,9,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
424,1,19912C00882,797129423,1,0,0,4,1,32,7,5,1,1,2,0,0,2,1,3,2,0,0,2,2,5,1,1,1,2,1,6,1,1,1,2,2,7,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,1 11 13,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,6,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,4,3,5,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,1,1,1,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
426,1,19912C05590,785410965,1,0,0,4,1,40,5,3,1,1,2,0,0,2,2,3,2,0,0,2,2,5,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,5,4,3,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,1 15,0,0,0,0,0,0,0,0,0,0,0
428,1,19912c07320,777264884,1,0,0,7,1,36,8,6,2,0.1,2,0,0,2,2,2.8,2,0,0,2,1,7,1,1,1,2,1,9,1,1,1,2,1,10,1,1,1,2,2,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 4 9 10 11,3,4,U,2,U,U,U,U,1,5,U,U,U,U,2 3 4 5 6 9 10 11,40,50,20,20,6,1,1,1 9,1,12 13 17 20,0,3,U,U,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,12 13,0,0,0,0,0,0,0,0,0,0,0
430,1,16513C20848,786591250,2,0,0,4,1,58,7,2,2,9,1,1,1,2,2,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,5,4,3,U,U,U,U,U,U,U,U,U,3,40,U,U,U,3,2,1,8,1,2 4,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
431,1,19912C01115,799557564,1,0,0,4,2,29,7,3,1,2,2,0,0,2,2,5,2,0,0,2,2,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 3 5 6,1,2,3,U,4,5,U,U,U,U,U,U,U,U,3 6,40,10,U,U,3,1,1,4,1,2 17,0,1 2 3,3,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
432,1,19912C07229,786804504,2,0,0,4,2,34,8,6,2,0.8,2,0,0,2,1,5,2,0,0,2,1,8,1,1,1,2,1,11,1,1,1,2,2,14,1,1,1,2,2,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,4,3,5,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,1,2,0,2 3 4,U,3,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
433,1,19911C04031,798007230,2,0,1,4,1,50,7,5,1,1,2,0,0,2,2,3,2,0,0,2,1,5,2,0,0,2,2,8,1,1,1,2,1,9,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,1,1,4,1,5,1,1,1,1,2,0,1,1 2 3 4 9,1,2,3,4,U,U,U,U,5,U,U,U,U,U,3 6 9,50,30,20,U,3,1,1,2 8,1,16,0,1 2,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
434,1,19911C04197,796544219,2,0,0,4,1,44,6,4,2,3,2,0,0,2,1,4,2,0,0,2,2,12,1,1,1,2,2,14,1,1,2,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 4 6 8,1,2,U,3,U,4,U,5,U,U,U,U,U,U,3 6,40,20,U,U,3,1,1,1,1,2,0,2 3 4,U,3,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
435,1,19912C15282,779085023,1,0,0,4,1,52,5,2,1,11,1,1,1,2,1,16,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 6,1,2,3,4,U,5,U,U,U,U,U,U,U,U,3,40,U,U,U,3,2,1,8,1,2 17,0,2 3 4,U,1,3,2,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
436,1,19912C00514,787812393,2,0,0,4,2,34,6,4,2,3,2,0,0,2,2,5,2,0,0,2,2,8,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,1,6,1,1 2 3 4 7,1,2,4,3,U,U,5,U,U,U,U,U,U,U,3 6,70,10,U,U,3,1,1,2 8,1,2,0,2 3 4,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
437,1,19911C03219,796493047,2,0,0,4,2,42,8,4,1,10,1,1,1,2,2,12,1,1,1,2,2,14,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 3 4 5 11,1,U,2,5,4,U,U,U,U,U,3,U,U,U,3,80,U,U,U,3,2,1,8,1,1 17,0,2 3 4 14,U,1,2,3,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
